movie_title,genres,plot_keywords,imdb_score,duration,imdb_score_norm,duration_norm,clean_genres,clean_keywords,embedding_data
Flicka ,Adventure|Drama|Family,father son relationship|horse|horse ranch|ranch|wild mustang,6.2,95.0,0.5974025974025974,0.1746031746031746,Adventure Drama Family,father son relationship horse horse ranch ranch wild mustang,flicka  father son relationship horse horse ranch ranch wild mustang genre: Adventure Drama Family
The Hills Have Eyes II ,Horror,desert|fight|hill|murder|mutant,5.1,89.0,0.4545454545454545,0.16269841269841268,Horror,desert fight hill murder mutant,the hills have eyes ii  desert fight hill murder mutant genre: Horror
Urban Legends: Final Cut ,Horror|Mystery|Thriller,film set|movie set|sequel|slow motion|urban legend,4.1,97.0,0.3246753246753247,0.17857142857142855,Horror Mystery Thriller,film set movie set sequel slow motion urban legend,urban legends: final cut  film set movie set sequel slow motion urban legend genre: Horror Mystery Thriller
Tuck Everlasting ,Drama|Family|Fantasy|Romance,fountain of youth|immortality|secret|woods|young man,6.7,90.0,0.6623376623376623,0.16468253968253965,Drama Family Fantasy Romance,fountain of youth immortality secret woods young man,tuck everlasting  fountain of youth immortality secret woods young man genre: Drama Family Fantasy Romance
The Marine ,Action|Drama|Thriller,beating|marine|muscleman|tied up|tough guy,4.7,92.0,0.4025974025974026,0.16865079365079363,Action Drama Thriller,beating marine muscleman tied up tough guy,the marine  beating marine muscleman tied up tough guy genre: Action Drama Thriller
Keanu ,Action|Comedy,car chase|gangsta|gun fight|hitman|kitten,6.4,100.0,0.6233766233766234,0.1845238095238095,Action Comedy,car chase gangsta gun fight hitman kitten,keanu  car chase gangsta gun fight hitman kitten genre: Action Comedy
Country Strong ,Drama|Music,country music|panties|pink panties|relapse|songwriter,6.3,117.0,0.6103896103896104,0.21825396825396823,Drama Music,country music panties pink panties relapse songwriter,country strong  country music panties pink panties relapse songwriter genre: Drama Music
Disturbing Behavior ,Horror|Mystery|Sci-Fi|Thriller,blue ribbon|high school|jacket|jock|yogurt,5.5,84.0,0.5064935064935064,0.15277777777777776,Horror Mystery Sci-Fi Thriller,blue ribbon high school jacket jock yogurt,disturbing behavior  blue ribbon high school jacket jock yogurt genre: Horror Mystery Sci-Fi Thriller
The Place Beyond the Pines ,Crime|Drama|Thriller,bank|carnival|motorcycle|police|rookie cop,7.3,140.0,0.7402597402597402,0.2638888888888889,Crime Drama Thriller,bank carnival motorcycle police rookie cop,the place beyond the pines  bank carnival motorcycle police rookie cop genre: Crime Drama Thriller
The November Man ,Action|Crime|Thriller,critically bashed|premarital sex|sex scene|sex standing up|stripper,6.3,108.0,0.6103896103896104,0.20039682539682538,Action Crime Thriller,critically bashed premarital sex sex scene sex standing up stripper,the november man  critically bashed premarital sex sex scene sex standing up stripper genre: Action Crime Thriller
Eye of the Beholder ,Drama|Mystery|Thriller,chicago illinois|false identity|femme fatale|new york city|spying,4.9,109.0,0.4285714285714286,0.20238095238095236,Drama Mystery Thriller,chicago illinois false identity femme fatale new york city spying,eye of the beholder  chicago illinois false identity femme fatale new york city spying genre: Drama Mystery Thriller
The Hurt Locker ,Drama|History|Thriller|War,army|bomb|dangerous job|death|iraq,7.6,131.0,0.7792207792207791,0.246031746031746,Drama History Thriller War,army bomb dangerous job death iraq,the hurt locker  army bomb dangerous job death iraq genre: Drama History Thriller War
Firestarter ,Action|Horror|Sci-Fi|Thriller,captain|experiment|fire|psychic|secret government agency,6.0,114.0,0.5714285714285714,0.21230158730158727,Action Horror Sci-Fi Thriller,captain experiment fire psychic secret government agency,firestarter  captain experiment fire psychic secret government agency genre: Action Horror Sci-Fi Thriller
Killing Them Softly ,Crime|Thriller,exploding car|hit by a car|poker game|punched in the face|shot to death,6.2,97.0,0.5974025974025974,0.17857142857142855,Crime Thriller,exploding car hit by a car poker game punched in the face shot to death,killing them softly  exploding car hit by a car poker game punched in the face shot to death genre: Crime Thriller
A Most Wanted Man ,Crime|Drama|Thriller,intelligence|intelligence agency|secret service|surveillance camera|war on terror,6.8,122.0,0.6753246753246752,0.22817460317460314,Crime Drama Thriller,intelligence intelligence agency secret service surveillance camera war on terror,a most wanted man  intelligence intelligence agency secret service surveillance camera war on terror genre: Crime Drama Thriller
Freddy Got Fingered ,Comedy,animator|bamboo cane|cartoonist|sausage|slacker,4.5,87.0,0.37662337662337664,0.15873015873015872,Comedy,animator bamboo cane cartoonist sausage slacker,freddy got fingered  animator bamboo cane cartoonist sausage slacker genre: Comedy
The Pirates Who Don't Do Anything: A VeggieTales Movie ,Adventure|Animation|Comedy|Family,17th century|king|pirate|vegetable|waiter,5.7,85.0,0.5324675324675324,0.15476190476190474,Adventure Animation Comedy Family,17th century king pirate vegetable waiter,the pirates who don't do anything: a veggietales movie  17th century king pirate vegetable waiter genre: Adventure Animation Comedy Family
U2 3D ,Documentary|Music,3d in title|digit in title|rock band|rocker|u2,8.4,85.0,0.8831168831168831,0.15476190476190474,Documentary Music,3d in title digit in title rock band rocker u2,u2 3d  3d in title digit in title rock band rocker u2 genre: Documentary Music
Highlander: Endgame ,Action|Adventure|Fantasy|Sci-Fi,battle|explosion|immortal|revenge|sequel to cult film,4.6,101.0,0.3896103896103895,0.18650793650793648,Action Adventure Fantasy Sci-Fi,battle explosion immortal revenge sequel to cult film,highlander: endgame  battle explosion immortal revenge sequel to cult film genre: Action Adventure Fantasy Sci-Fi
Idlewild ,Crime|Drama|Musical|Romance,gangster|playing piano|song and dance|speakeasy|written and directed by cast member,6.2,121.0,0.5974025974025974,0.22619047619047616,Crime Drama Musical Romance,gangster playing piano song and dance speakeasy written and directed by cast member,idlewild  gangster playing piano song and dance speakeasy written and directed by cast member genre: Crime Drama Musical Romance
One Day ,Drama|Romance,23 year time span|accidental death|best friend|loss of loved one|male female friendship,7.0,107.0,0.7012987012987012,0.1984126984126984,Drama Romance,23 year time span accidental death best friend loss of loved one male female friendship,one day  23 year time span accidental death best friend loss of loved one male female friendship genre: Drama Romance
Whip It ,Drama|Sport,beauty pageant|friend|pageant|roller derby|texas,6.9,111.0,0.6883116883116883,0.20634920634920634,Drama Sport,beauty pageant friend pageant roller derby texas,whip it  beauty pageant friend pageant roller derby texas genre: Drama Sport
Knockaround Guys ,Crime|Drama|Thriller,mob|mobster|money|montana|sheriff,6.1,92.0,0.5844155844155844,0.16865079365079363,Crime Drama Thriller,mob mobster money montana sheriff,knockaround guys  mob mobster money montana sheriff genre: Crime Drama Thriller
Confidence ,Crime|Thriller,con|grifter|lap dance|organized crime|shot in the forehead,6.7,97.0,0.6623376623376623,0.17857142857142855,Crime Thriller,con grifter lap dance organized crime shot in the forehead,confidence  con grifter lap dance organized crime shot in the forehead genre: Crime Thriller
The Muse ,Comedy,directed by star|muse|satire|screenwriter|tiffany's,5.6,97.0,0.5194805194805194,0.17857142857142855,Comedy,directed by star muse satire screenwriter tiffany's,the muse  directed by star muse satire screenwriter tiffany's genre: Comedy
De-Lovely ,Biography|Drama|Music|Musical,cole porter|composer|love|party|tears,6.6,125.0,0.6493506493506492,0.2341269841269841,Biography Drama Music Musical,cole porter composer love party tears,de-lovely  cole porter composer love party tears genre: Biography Drama Music Musical
New York Stories ,Comedy|Drama|Romance,12 year old|artist|hotel|three word title|written and directed by cast member,6.4,124.0,0.6233766233766234,0.23214285714285712,Comedy Drama Romance,12 year old artist hotel three word title written and directed by cast member,new york stories  12 year old artist hotel three word title written and directed by cast member genre: Comedy Drama Romance
Barney's Great Adventure ,Adventure|Family,apostrophe in title|critically bashed|hit on the head with a ball|punctuation in title|tyrannosaurus rex,2.8,76.0,0.1558441558441558,0.1369047619047619,Adventure Family,apostrophe in title critically bashed hit on the head with a ball punctuation in title tyrannosaurus rex,barney's great adventure  apostrophe in title critically bashed hit on the head with a ball punctuation in title tyrannosaurus rex genre: Adventure Family
The Man with the Iron Fists ,Action,blacksmith|box office flop|chop socky|critically bashed|village,5.4,107.0,0.49350649350649356,0.1984126984126984,Action,blacksmith box office flop chop socky critically bashed village,the man with the iron fists  blacksmith box office flop chop socky critically bashed village genre: Action
Home Fries ,Comedy|Drama|Romance,baby|infidelity|pilot|pregnant|waitress,5.0,91.0,0.4415584415584416,0.16666666666666666,Comedy Drama Romance,baby infidelity pilot pregnant waitress,home fries  baby infidelity pilot pregnant waitress genre: Comedy Drama Romance
Here on Earth ,Drama|Romance,diner|love|private school|school|small town,5.1,96.0,0.4545454545454545,0.17658730158730157,Drama Romance,diner love private school school small town,here on earth  diner love private school school small town genre: Drama Romance
Brazil ,Drama|Sci-Fi,black comedy|bureaucracy|dream|terrorist|wrongful arrest,8.0,142.0,0.8311688311688311,0.26785714285714285,Drama Sci-Fi,black comedy bureaucracy dream terrorist wrongful arrest,brazil  black comedy bureaucracy dream terrorist wrongful arrest genre: Drama Sci-Fi
Raise Your Voice ,Family|Music|Romance,music school|scholarship|small town|stage fright|three word title,5.9,103.0,0.5584415584415584,0.19047619047619047,Family Music Romance,music school scholarship small town stage fright three word title,raise your voice  music school scholarship small town stage fright three word title genre: Family Music Romance
The Dead Zone             ,Drama|Fantasy|Mystery|Sci-Fi,psychic|psychic power|psychometry|spin off|supernatural power,7.5,60.0,0.7662337662337662,0.10515873015873015,Drama Fantasy Mystery Sci-Fi,psychic psychic power psychometry spin off supernatural power,the dead zone              psychic psychic power psychometry spin off supernatural power genre: Drama Fantasy Mystery Sci-Fi
The Big Lebowski ,Comedy|Crime,death|drug|nihilism|rug|white russian,8.2,117.0,0.8571428571428571,0.21825396825396823,Comedy Crime,death drug nihilism rug white russian,the big lebowski  death drug nihilism rug white russian genre: Comedy Crime
Black Snake Moan ,Drama|Music,breasts|nipples visible through clothing|nudity|rear entry sex|white panties,7.0,116.0,0.7012987012987012,0.21626984126984125,Drama Music,breasts nipples visible through clothing nudity rear entry sex white panties,black snake moan  breasts nipples visible through clothing nudity rear entry sex white panties genre: Drama Music
Dark Blue ,Crime|Drama|Romance|Thriller,corrupt|criminal|investigation|lapd|police,6.6,118.0,0.6493506493506492,0.22023809523809523,Crime Drama Romance Thriller,corrupt criminal investigation lapd police,dark blue  corrupt criminal investigation lapd police genre: Crime Drama Romance Thriller
A Mighty Heart ,Biography|Drama|History|Thriller|War,fbi|journalist|missing|pakistan|reporter,6.7,108.0,0.6623376623376623,0.20039682539682538,Biography Drama History Thriller War,fbi journalist missing pakistan reporter,a mighty heart  fbi journalist missing pakistan reporter genre: Biography Drama History Thriller War
Whatever It Takes ,Comedy|Drama|Romance,male objectification|manipulative behavior|modern day adaptation|narcissistic woman|promiscuous woman,5.5,94.0,0.5064935064935064,0.17261904761904762,Comedy Drama Romance,male objectification manipulative behavior modern day adaptation narcissistic woman promiscuous woman,whatever it takes  male objectification manipulative behavior modern day adaptation narcissistic woman promiscuous woman genre: Comedy Drama Romance
